volume_24h,liquidity_change,whale_transfers,holder_concentration,risk_label
95317859.10894203,0.19279757672456202,4,0.4387400631785948,0
14497617.002710273,0.08369955678634686,4,0.4404460046972835,0
1185260.448662222,-0.11203605913520226,10,0.7001946914602535,1
6557333.586649449,-0.25533873580468763,13,0.7728072850495105,1
18251916.761943974,0.016857859414087267,2,0.3529847965068651,0
5200866.039231819,-0.15602383730547176,11,0.7426310309218228,1
95144126.03906666,0.28625281322982377,1,0.3541666010159664,0
26934913.434104156,-0.0035898135895953143,3,0.24881529393791155,0
8266909.505945748,0.26372816083151285,3,0.27289443511522493,0
4826402.870421203,-0.4168233348527245,8,0.7462136138813817,1
7976195.410250031,-0.12420042337432435,8,0.8494749947027712,1
1796432.5184672754,-0.4216068550323419,13,0.9402930060873372,1
7725880.991236428,-0.2841231470443681,12,0.7891883316733973,1
56556127.9000336,-0.043630310010094944,4,0.22982025747190835,0
7950202.923669917,-0.420513727386331,12,0.703519955678771,1
72577485.51112175,0.21607021621248226,2,0.22961786069363616,0
16007560.654887322,0.24524137035023744,3,0.33235920994105966,0
34543320.56298791,0.030073328810698824,2,0.4365191150830908,0
58318125.45553161,0.053170749901515935,2,0.504314019446759,0
78241882.09568329,0.09751823854575631,0,0.48426515587431496,0
46736967.67724816,-0.01931231906584152,0,0.32574239243053066,0
91218815.02297884,-0.00028310834045001954,4,0.41593643652066925,0
94571089.2030082,0.1395461865954144,2,0.26448851490160175,0
8273083.416079753,-0.2466384973958306,10,0.8141336426207275,1
44568445.04768479,0.2533121035675473,1,0.24883518188026935,0
91148701.94684663,0.00885289975385413,2,0.3708431154505025,0
8746575.249307092,-0.49721914778752374,12,0.8335223548438604,1
70781423.12457567,0.007764933519408587,2,0.3292811728083021,0
71786801.0950419,0.04545184095171759,0,0.3015661655737379,0
71148905.9197799,0.18490823596977682,4,0.313936197750987,0
62908611.7280902,0.1010716092915446,4,0.3380284992106732,0
69667017.89770284,0.11237383332685455,1,0.5942601816442403,0
68852877.00355846,0.20464784613148704,2,0.29686397531097036,0
5232705.710014346,-0.10663074364206282,10,0.8339436710186896,1
84353737.0809776,0.02831202598869434,4,0.5433435219254878,0
25922899.518727086,0.1844598129752071,2,0.3394663949166917,0
94349710.12651238,0.059028808435008934,1,0.5350840423629312,0
74845531.32787335,-0.016371351704914522,1,0.30317665108606223,0
82636109.01911551,0.12208032463978494,3,0.3043316699321636,0
9688774.161599142,-0.2766826185571609,11,0.7847574477621752,1
73965789.49267274,0.25884410398103086,0,0.4568126584617151,0
20354727.838988308,0.2594216754108317,3,0.43227464857458187,0
94312677.03348894,0.289465534702127,1,0.2643232205669995,0
70730043.78080586,0.16078450380104023,0,0.2703701010709382,0
51919902.94242629,-0.028470916311468475,2,0.4630451569201373,0
13899102.943668785,0.0470863212237734,4,0.394696861183782,0
4909549.289593858,-0.3599686369221297,5,0.8442259711565897,1
23548083.84081423,0.1889808461046021,2,0.4288016796836732,0
1392433.9457899039,-0.10217979568106356,9,0.9208735055665647,1
9577646.623215578,-0.3676998781317945,9,0.8430731172927095,1
1678116.3040551539,-0.37772119228512724,11,0.7671187142225392,1
40405252.373934686,0.0578765867237889,1,0.5720067339243327,0
24847278.173459217,0.16845740672962026,1,0.3016654596278955,0
35642322.60266705,0.2394679179698698,0,0.4809936335948437,0
32891225.20512687,0.22374446219140545,2,0.30248277743778323,0
12751447.138022833,-0.09792605489040529,3,0.5193180715867101,0
71686853.33948182,0.21831706777444046,3,0.5546468595802639,0
59992165.07321808,0.07538964920723479,2,0.38623920725298405,0
32221418.95218702,0.1363333042276043,0,0.21493927549968578,0
4241715.772701366,-0.4491757949392461,5,0.9069672509468971,1
96698923.88712312,0.08290606464549141,4,0.2777520135979492,0
71453660.02288342,-0.04465876303287946,4,0.5878147468456636,0
1369607.650910882,-0.34047163942208214,7,0.809742855176409,1
7408320.6244684635,0.2850593658711701,0,0.47539996030614656,0
91945304.12451564,0.07694089189244177,0,0.4640789506870925,0
95712201.66300344,0.19515876667830742,4,0.4446882984937409,0
28534444.002609957,0.042389071460504635,4,0.24806585912225687,0
13720911.25227698,-0.062337204692575955,3,0.2701321079557354,0
77519620.18537153,0.2227651908203118,3,0.2692807479640061,0
42857949.76775048,0.1463400392208866,4,0.5546721549192191,0
6453931.327586551,0.27337452323179323,0,0.41575097936002503,0
63505860.61704181,0.27755664182430284,1,0.21060452421664874,0
94321872.93537097,0.1301896711503516,1,0.4293468166687733,0
82064396.78992029,0.22825579029758217,3,0.3544410551203097,0
9148155.777604572,-0.42168354608428144,6,0.7097407830775584,1
36972650.41442902,0.16228905415229686,4,0.5379501243877818,0
82374505.8459489,0.012741909909359972,3,0.47715614347677576,0
93981574.4262922,-0.0843254693297415,0,0.5213923721539394,0
21856756.65907367,0.20024590065634337,2,0.5962020568002693,0
40341718.1503144,0.21056518429679874,4,0.29543874391613606,0
75291332.24250057,-0.00470553903840823,0,0.41373098941222536,0
42013718.19082433,0.019054069803724344,2,0.3556806714936652,0
91011287.75983004,-0.06348532928554658,3,0.5800247868203219,0
6160940.993109575,-0.24726511513208027,9,0.7229260368146202,1
57601789.97285107,-0.014908841990308425,4,0.5166316174903394,0
1820854.9274382133,-0.3022318781189674,11,0.9489828105075823,1
75018377.89514583,0.11836630806599557,2,0.24682680657104236,0
77343510.01315986,0.14728722532650443,4,0.535392305505594,0
26144759.6692479,0.058660640781700746,2,0.48249689086259845,0
13059582.838093232,0.29465583140047025,4,0.3482568588267564,0
9525237.196454728,-0.10559957447085161,8,0.7875545616750783,1
5335002.891677038,-0.34880496395109817,11,0.806055502311744,1
2000777.340755362,-0.30294995828365634,6,0.8171651604985315,1
16287702.045466833,-0.05298950128915805,0,0.49768466277731915,0
27563114.772784643,0.06008915714880994,3,0.3142848345127443,0
3012362.546675074,-0.11471098422375547,9,0.7108501958245431,1
9272041.437507935,-0.39880393280430354,7,0.9423256339047748,1
64792870.62284994,0.17829947559384687,0,0.4510232320336254,0
90610010.99664396,-0.08182144786341686,3,0.5834809629631384,0
42479570.86777233,-0.05729757362564625,4,0.31095247319245306,0
49051348.4692983,0.041340891210421116,1,0.3063751699856956,0
29695236.971154954,0.08129633873153241,0,0.3119054028675783,0
62264278.79221336,0.00838305700605195,4,0.564370873797537,0
9548199.219627317,-0.209712196644656,13,0.8045607590726547,1
8794575.005503675,-0.48191253195752426,11,0.8028137791463422,1
5323330.736797192,-0.10588557973379825,9,0.887394574994018,1
83770600.96711887,0.12763258766629906,0,0.3874772639179881,0
30973671.83341709,-0.07744980133962916,3,0.525160403652031,0
9969731.533665149,-0.277827317758949,9,0.8815302110179619,1
4400654.943482078,-0.40356606706814724,13,0.7322898537878737,1
6455571.710057921,-0.4085428777986149,5,0.8892497830430571,1
30523885.792404197,-0.09112610318787935,1,0.40812308036151734,0
5681471.51000794,-0.15912739987258395,10,0.9419934413599558,1
80222694.74961513,0.13598235885505444,4,0.4481238205413859,0
2916677.4535801965,-0.4454514097652921,6,0.7876468897016492,1
42263184.284474574,0.07498996880949163,1,0.3393021868093201,0
79447036.2104086,0.058617112928508075,1,0.544945483498698,0
2323661.3283613417,-0.1293649499354022,14,0.8922294353288494,1
9356820.30844013,0.14832227376883653,1,0.3315006441150033,0
27813833.783928342,-0.06965466875653444,0,0.3840476635934288,0
43028546.44647673,0.1790670294787727,3,0.27275203375965795,0
90194898.94107112,0.08958465610514896,4,0.5892441397080417,0
26265661.261100456,0.2287162547377797,1,0.31143613561278344,0
13426740.706920283,-0.05174565155975968,0,0.34239659370879444,0
2158735.584696795,-0.3679601946759378,13,0.7230726465571865,1
70339548.1241279,0.10466280541890449,2,0.5683489602127252,0
31303376.573984355,0.22248051191722454,0,0.4389112329021722,0
5829315.813885992,-0.13038329635702672,14,0.8899888522343964,1
73449025.83218916,-0.07506345499550343,2,0.3009747777376083,0
9056861.539184794,-0.29532902315373355,6,0.8118530917058636,1
28034697.84529932,0.007697292379752391,4,0.2729135513903832,0
84867448.65840346,-0.06431826851517752,3,0.2932865646199205,0
50027144.435902834,0.0420417213117219,0,0.39937687957162293,0
56025121.47276204,0.13473644720835165,0,0.42578341700905653,0
37057449.21783222,0.2598589588580049,1,0.29774126218586183,0
36383105.721686825,0.27347672950394986,4,0.24071298904816152,0
28365984.196528275,-0.035727450696177734,2,0.23515504981605756,0
1500881.404212778,-0.1630743858807273,7,0.8311278473925636,1
98325968.60631761,-0.05518443913277907,1,0.430399367122264,0
1047700.0575784488,-0.10997313482194299,12,0.8807240241554439,1
7466115.437528983,-0.28598530718203574,14,0.7699947734150709,1
2683393.73701771,-0.3705283054383025,7,0.7498767318345799,1
5768560.20863005,-0.2171079617422222,10,0.845309555355653,1
50708309.67620766,0.11303577302063436,0,0.34769219260395845,0
57117296.204124555,0.11956879195559092,1,0.3289415379898892,0
3291765.892873875,-0.22739891111042826,5,0.7291740160354203,1
62579678.70030467,0.217715779986585,0,0.5402909840065819,0
4676664.6364232525,-0.1268247731600181,13,0.7512504525133092,1
93012695.24102256,0.18863862030051085,3,0.5367315107033088,0
80550394.62668957,-0.01934907198090219,2,0.2657063191723972,0
6986774.986265801,-0.29077383009235225,8,0.7790491455741236,1
69883296.02462758,0.08077944051961569,2,0.449640617672735,0
46680744.16189221,0.13099450836245027,0,0.5598298293098274,0
56637521.805828914,0.26258884438581875,2,0.41713972424536355,0
36617499.661686,0.19221965472372057,1,0.2557088290653549,0
6580654.803356621,-0.28661556320947135,11,0.8432877123143472,1
7771628.080349404,-0.21720781550261636,11,0.7357819963871174,1
72836087.81124334,0.09759259485234506,1,0.33683269948636296,0
1995685.632596865,-0.1614190833061927,12,0.850989468018128,1
56286760.525719486,0.09454299279824313,3,0.4889010273572265,0
6770328.695967676,-0.22242062221316,8,0.879044768683238,1
83545888.64186244,0.2836299178256111,1,0.578913335844726,0
60691834.041595735,0.10235547155378641,0,0.3024062127414649,0
6336666.147329394,-0.4591149343099202,8,0.8975211592810216,1
66879885.04388338,0.20849866740789522,1,0.22756861574688753,0
14903461.774921902,0.2361758527921692,2,0.38033574856165286,0
98559913.90142179,0.23555923457837366,0,0.3328585650619756,0
26602583.9833257,0.1431577575177035,0,0.49769986073731554,0
79840039.42787679,0.1414886126920556,2,0.3592674774363773,0
92386283.55921225,0.03853839774638451,1,0.3923347912356294,0
6283614.017229105,-0.48686133190262465,7,0.7620566106892879,1
20723765.155657515,-0.08644833590136201,0,0.34495755964665326,0
65065107.35235538,-0.09476221736466656,4,0.406069472962725,0
5130900.892153118,-0.27707785244398087,10,0.7213374170196609,1
5519755.092981183,-0.2618459930719825,11,0.8066972263341873,1
4144482.9914439972,-0.3127072686234482,5,0.7091374169620237,1
58659907.65994856,-0.07371654422865906,2,0.381315533899211,0
46872460.95913167,0.06030522435013039,2,0.262096098372285,0
86869633.99628414,0.27844618485345307,1,0.30829786925742153,0
43829746.25431916,-0.08984545773586206,3,0.5359155437826282,0
4671860.458283602,-0.2793109618962641,7,0.7577686991470178,1
6872501.086664595,-0.05835656720617047,4,0.27141786482173347,0
27627364.19943902,-0.06022344289626194,2,0.5850597274219498,0
2269736.638999422,-0.33744307669059115,11,0.9240839546302799,1
13123310.431174468,-0.01684549794158907,2,0.2491107558650834,0
6786330.072528279,-0.21842154594459623,5,0.9043608904346102,1
29645226.175972786,0.05187696326690677,3,0.5322618026260999,0
78514279.70412733,0.04510315786637817,4,0.3177863038167671,0
7872452.147437847,-0.443954729693419,14,0.84144415499164,1
5239589.07424433,-0.4271571444713667,6,0.7056173270800293,1
56455250.39278236,0.1533912879304589,0,0.25574242962912963,0
9859619.626331968,-0.2897239270789257,6,0.7680768316298422,1
91858386.6232474,-0.05289956684394355,3,0.39923630140440225,0
43498568.362630434,0.09898595759195625,3,0.2825685087042413,0
18004134.85653669,0.2600074567392421,2,0.4389652408681233,0
68178484.08189428,-0.02985148855062017,4,0.5352427852713183,0
78236580.82110569,0.06881442382027494,1,0.2665133475024318,0
1745188.0113261382,-0.2587391562134447,14,0.7170624263385228,1
4934740.567215191,-0.13379452908323436,11,0.8526011667519894,1
4569844.357468489,-0.11836522538414673,10,0.8831430243025625,1
7962397.830822044,0.004905617719930033,2,0.5366118641240174,0
9597126.81451131,-0.4381311436467055,13,0.8927280509364555,1
12138089.264901832,0.19127550248144135,0,0.4819702198755812,0
48669743.71230745,-0.06962663585215118,1,0.5197663515875917,0
30853788.036846455,0.13609226674763483,2,0.32583862272376435,0
9658889.071877059,-0.18399457648325757,13,0.8115014432394889,1
56480590.000944026,0.24917833435056333,4,0.5036143382155399,0
6735084.218105381,-0.10776927992800472,6,0.8223562409107851,1
98828460.75968146,0.2776237358746453,1,0.4353055027879724,0
6002259.2329346165,-0.31071595276746666,11,0.7084864946464496,1
33248155.700392324,0.26975847815061216,1,0.36870506389220503,0
7705580.933081984,-0.47804695414141,7,0.7797751183108139,1
1333068.7124394337,-0.2614920486071788,7,0.8401692985008784,1
89074843.8697117,0.11210605305396007,1,0.4899067086115046,0
34952582.09390798,0.1157965169501349,4,0.4646620700322166,0
5681512.988908587,-0.3292731773380543,6,0.7061001953891345,1
1191424.6976534843,-0.15011933092632024,6,0.934766924628224,1
9981406.994800037,-0.3597152738193159,5,0.8004827284023105,1
64613019.00574516,0.2494708456745355,0,0.5073093655458072,0
45028915.21632167,0.19503292063555658,0,0.24418964525255787,0
32287704.207137764,0.018523248182396035,4,0.21683727585454476,0
98833627.024923,0.07110925349434494,0,0.35665205621614243,0
95859491.26814538,0.21919572885735336,4,0.2357644009249038,0
88516239.21840565,0.2778928089165641,2,0.5614895868701082,0
7690175.406042618,-0.4740054362068424,12,0.9356829435337813,1
62734995.513491616,0.10507540440660343,1,0.21877814285912522,0
8489534.055528294,0.2829081051933303,4,0.22313707062535856,0
8954072.964670831,-0.1288990867219148,14,0.831257875215067,1
53948552.80989896,0.09647453634745062,0,0.261558362535942,0
3019965.146529946,-0.41047295407095075,13,0.8482349837104257,1
13691249.552786713,0.25098434505215217,2,0.30918374994252595,0
9215783.035657493,0.2408774133388031,1,0.5238064298899512,0
57331450.20786823,-0.06520529603543596,3,0.3490754068049256,0
73724910.80041558,0.09835029403150833,4,0.28807328077992456,0
12232431.651578518,0.24048276561950752,4,0.3922346309306592,0
83344691.76288918,0.03912368316087722,1,0.41751156319895966,0
7605189.270583316,-0.29149587512783404,12,0.7613213830638336,1
20238010.00635685,0.03360355149809516,4,0.47898858466771344,0
63768080.93044251,0.2010866558230565,4,0.5523483036795713,0
1263225.5473110322,-0.1696732997740949,14,0.904986729352025,1
91326624.38058995,-0.09955195540795621,1,0.5328536711830967,0
5606657.813099191,0.014815253269965106,2,0.5924744712109693,0
29681340.20109518,0.15360228123984457,4,0.5119381580604574,0
77297650.73769265,0.11650663147044413,1,0.3367488664154744,0
93542670.02345166,-0.0589961088037283,3,0.2695013901230267,0
9525680.994307041,-0.4334489652270911,10,0.8771430011506574,1
10502443.753085837,-0.0701222328968584,1,0.5486147224609506,0
9719900.697571224,-0.2001392673028301,7,0.8485989648071363,1
11234483.734531231,0.2286051789629764,2,0.3010034998753529,0
20099136.911291867,0.08741576670743376,3,0.3704725208943892,0
20544263.01320857,0.21792381949997178,4,0.31934977239599704,0
7955405.020151241,-0.4079785267874264,7,0.9377158905626025,1
46071806.099047184,0.2774463680670396,4,0.4554103790656342,0
31050444.22312365,0.29359105918393136,0,0.328297096175251,0
7712533.108278679,-0.41985634258051496,5,0.8629167063439712,1
87114033.73476551,0.08928396267662286,3,0.2742102062812485,0
7989371.675125675,-0.1916312621423792,6,0.8902559977357497,1
17468263.37982682,-0.08698952820349924,3,0.5870045054455111,0
48899242.62273776,-0.09950726593342965,0,0.4429225793050685,0
58049203.8954038,-0.00978394302250582,3,0.22568357483005363,0
30554373.421334278,0.21902364025487528,2,0.5937405629611616,0
49136866.680401966,0.17218265054373008,1,0.39197553388684936,0
32707944.977383807,0.17799275445061705,0,0.5810594552154869,0
7518567.773137707,-0.20033534435948674,13,0.7605112539656318,1
2282459.886113619,-0.30044473861945753,10,0.752587394979717,1
78701449.90033083,0.2764950016929546,0,0.40708465735388455,0
38309558.46487217,-0.08671875648345338,3,0.34312054037130857,0
97859306.69990465,-0.019656364055082337,1,0.5202346796436331,0
20910845.31461163,-0.058172863866239904,2,0.24968798669122375,0
6352989.736392424,-0.25335816725501037,13,0.8772651298627291,1
7426782.38919185,-0.17930876677208324,11,0.8652050295748126,1
61760206.95003336,0.2135330213675448,2,0.21630164243698913,0
46667685.56650615,0.18993062394962332,3,0.2988412936040586,0
87819438.82625917,-0.012314405056782274,3,0.4977116262379822,0
4902898.005607501,-0.4825353369170555,6,0.7052152848228845,1
36569889.40873535,0.11699145428774702,2,0.46013027453877475,0
69621683.03097267,-0.07112063640832966,0,0.5361809625107734,0
96274152.39126281,0.06636294645877633,3,0.45150592728237804,0
7909514.992601022,-0.29806204724279284,6,0.9167578740306122,1
46668464.82301109,0.19010306416605463,3,0.5493692952326642,0
4795488.341861099,-0.38926888110597935,7,0.7709636321521612,1
41465479.42744064,0.08632512280809942,4,0.4932452089661124,0
73003371.64479841,0.26361300826625644,1,0.29501732996955105,0
2628792.574385408,-0.15824596265216834,13,0.7618077686007942,1
5007747.295023989,-0.2940730584281239,13,0.86565531975208,1
66951708.3253916,0.024859222678578832,3,0.303253373080451,0
35893056.101346016,0.20938925027464025,3,0.5879284180314179,0
27424794.017914075,-0.07060130106799495,1,0.3795110295325612,0
18846873.98325141,0.07977353408549509,2,0.5794333419405735,0
39128821.052043326,0.05174343596896952,2,0.4945608060262562,0
50089933.19623232,0.23766817958767886,3,0.37854745860503425,0
6023262.246344766,-0.284037664199115,8,0.7674374028792473,1
55461105.16009804,0.2746422769179846,4,0.4560011867347655,0
22100991.559908733,-0.06457776631070344,0,0.40289392347535696,0
19092604.09139844,0.2946520491835388,2,0.20197599237376385,0
6752079.440339503,-0.15283268219199114,12,0.8288990071448126,1
68352104.4668799,-0.04413949809747484,4,0.25741694481575716,0
7596090.265072077,-0.4350472421350716,9,0.7234751789473546,1
47156270.83393426,0.24725690175100215,1,0.4646529401484587,0
4368670.904258134,-0.4929936036551751,6,0.8544618100503034,1
6135487.719749467,-0.48784517612126527,12,0.8988775929241007,1
6405485.882916125,-0.12364985746477403,9,0.8667428792477267,1
38114498.3879872,-0.036285021902877954,0,0.5465754670110581,0
7771849.863540153,-0.4638073218851797,13,0.7272774079414374,1
77693132.13279954,0.2702699323522847,2,0.5231383767765034,0
8180322.83972771,-0.3257666740748268,5,0.7300522638426521,1
5547072.747321549,0.029834331960108124,3,0.44393272219947777,0
41139871.902115785,0.1193998886605907,0,0.295017652349731,0
26590614.58999939,-0.07072163049262255,2,0.26737775405708786,0
77137711.15267228,0.10017812365229659,4,0.54533345982873,0
50522278.37482444,-0.08974317367742574,1,0.24356733673869257,0
55029260.74055116,-0.0015721364808007066,3,0.44316203711737784,0
8316871.648444842,-0.21275076950940225,9,0.7489444964208865,1
66510097.84468728,0.25921221957999474,0,0.46187723257253926,0
23729642.024423346,0.09167329177743996,2,0.2405683313796866,0
29393773.933448255,0.013949160784769127,2,0.5718423509687957,0
60188545.05996578,-0.06414946433802315,1,0.35996208272166247,0
8408566.140360942,-0.2910075837935526,11,0.8702794634912456,1
54890521.44837072,0.1836185046889731,0,0.4269248878515614,0
96478053.14757009,0.09341825868796991,0,0.34940387321535504,0
15668912.71906582,-0.09896639406200705,4,0.5536825853393631,0
25144259.791281532,0.1443923955403967,1,0.34430900764423994,0
7929502.30226511,-0.2773451768253131,9,0.7755151254586987,1
8660568.347674936,-0.2314301321877542,13,0.7238838284586671,1
47917929.480036765,0.13464338527018965,0,0.4947494979776728,0
2950658.2008169806,-0.4617141777919353,9,0.8604928751108165,1
56936254.20783665,-0.007221161553609828,4,0.4377905340744692,0
98839624.4204143,-0.04542409897730675,4,0.47033649803495037,0
47350136.884836756,0.18980674055944727,2,0.5965023974808753,0
14890416.691495802,0.18973552685149644,1,0.5622099169318695,0
3384059.0251306007,-0.2418840649897132,8,0.7479668311796857,1
26532358.211563863,0.04199852233277493,3,0.3769639745922678,0
7026423.545205657,-0.47202735771622634,9,0.7677868591250462,1
69612533.45482787,-0.007668324338395177,1,0.3332007652232792,0
99443239.31601092,0.16473567593975144,0,0.5981921962817027,0
36689107.19985904,0.13219000268666986,1,0.583050113802152,0
70550464.62796324,-0.019626524536377407,1,0.23867057985868786,0
76835516.24504837,0.039028609695592825,3,0.5924945497377215,0
41339996.623180784,-0.05206839919294146,2,0.260966405332167,0
9343008.711318657,-0.28401714788777616,13,0.8678896109032592,1
29419490.311047588,0.215160795316906,0,0.4433945650639165,0
20133881.95880313,-0.07475638676833994,3,0.32125134237813147,0
39212958.70979431,-0.06494290129446459,2,0.29562213287890626,0
83402180.2821252,0.011881415388591693,1,0.4402377333442469,0
